CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C10763,0.26,0.09,24.00,0.00,24.00,0.00,0.17,0.00,0.17,0.00,0.00,2.00,1500.00,9.53,8.84,0.00,12.00
C10764,95.87,0.36,1123.58,1123.58,0.00,0.00,0.08,0.08,0.00,0.00,0.00,9.00,1500.00,3245.50,142.87,0.00,12.00
C10765,1439.34,0.91,571.91,571.91,0.00,0.00,0.25,0.25,0.00,0.00,0.00,5.00,2100.00,2573.56,756.22,0.00,12.00
C10766,5603.05,1.00,0.00,0.00,0.00,2909.49,0.00,0.00,0.00,0.42,6.00,0.00,7500.00,6135.14,2279.35,0.00,12.00
C10767,1.69,1.00,0.00,0.00,0.00,1148.82,0.00,0.00,0.00,0.17,3.00,0.00,1500.00,3.50,8.56,0.00,6.00
C10768,83.28,1.00,1080.11,0.00,1080.11,0.00,1.00,0.00,1.00,0.00,0.00,23.00,9000.00,1065.33,178.12,1.00,12.00
C10769,1157.17,1.00,0.00,0.00,0.00,1249.68,0.00,0.00,0.00,0.58,10.00,0.00,3000.00,264.55,326.32,0.00,12.00
C10770,1560.53,0.78,749.57,209.77,539.80,4096.91,0.67,0.22,0.44,0.67,19.00,7.00,6000.00,617.47,414.82,0.00,9.00
C10771,1575.51,0.88,0.00,0.00,0.00,1977.83,0.00,0.00,0.00,0.13,1.00,0.00,2500.00,260.84,325.31,0.00,8.00
C10772,1544.98,1.00,880.19,0.00,927.45,0.00,1.00,0.00,1.00,0.00,0.00,46.00,1500.00,1189.50,1104.15,0.00,12.00
C10773,1350.29,1.00,642.33,642.33,0.00,0.00,0.50,0.50,0.00,0.00,0.00,12.00,9000.00,323.68,344.97,0.00,12.00
C10774,1261.49,1.00,890.20,890.20,0.00,0.00,0.50,0.50,0.00,0.00,0.00,9.00,3000.00,302.07,330.88,0.00,12.00
C10775,1274.85,1.00,1798.24,144.86,1653.38,756.23,1.00,0.17,0.92,0.17,3.00,17.00,1500.00,1340.22,1732.96,0.00,12.00
C10776,1646.72,1.00,2720.68,2580.19,140.49,0.00,1.00,0.83,0.67,0.00,0.00,49.00,5000.00,2800.41,357.59,0.00,12.00
C10777,3121.27,0.89,4139.56,4139.56,0.00,3607.41,0.33,0.33,0.00,0.22,3.00,8.00,9000.00,1600.27,597.16,0.00,9.00
C10779,3406.47,1.00,1140.00,0.00,1140.00,0.00,0.50,0.00,0.50,0.00,0.00,6.00,3650.00,2541.20,2559.35,0.00,12.00
C10780,4006.21,1.00,169.28,0.00,169.28,2868.73,0.58,0.00,0.58,0.25,7.00,7.00,6000.00,1553.16,988.71,0.00,12.00
C10781,915.42,0.86,0.00,0.00,0.00,2454.44,0.00,0.00,0.00,0.43,6.00,0.00,1200.00,1665.03,247.21,0.00,7.00
C10782,4193.28,1.00,183.70,183.70,0.00,1585.71,0.25,0.25,0.00,0.17,4.00,4.00,10500.00,1030.09,1116.00,0.00,12.00
C10783,10397.10,1.00,0.00,0.00,0.00,4045.62,0.00,0.00,0.00,0.25,6.00,0.00,13000.00,3222.17,2818.71,0.00,12.00
C10784,2830.36,1.00,1412.76,0.00,1412.76,2045.09,1.00,0.00,1.00,0.42,6.00,25.00,5000.00,6940.28,759.35,0.00,12.00
C10785,5499.90,1.00,0.00,0.00,0.00,485.27,0.00,0.00,0.00,0.33,6.00,0.00,6000.00,1445.29,2703.22,0.00,12.00
C10786,815.43,1.00,1936.01,1471.04,464.97,232.29,0.92,0.50,1.00,0.08,1.00,27.00,2000.00,1759.12,232.08,0.00,12.00
C10787,756.04,0.88,2486.10,2052.75,433.35,0.00,0.88,0.88,0.50,0.00,0.00,33.00,4000.00,948.09,1356.09,0.00,8.00
C10788,5271.42,1.00,0.00,0.00,0.00,2193.80,0.00,0.00,0.00,0.25,7.00,0.00,6500.00,1479.00,1321.47,0.00,12.00
C10789,23.28,0.64,796.56,0.00,796.56,0.00,1.00,0.00,1.00,0.00,0.00,13.00,4000.00,912.48,102.90,0.64,12.00
C10790,5639.46,1.00,717.18,399.15,318.03,3856.97,0.42,0.17,0.25,0.75,16.00,7.00,7000.00,1460.65,1540.18,0.00,12.00
C10791,5308.91,1.00,0.00,0.00,0.00,4954.61,0.00,0.00,0.00,0.50,21.00,0.00,9500.00,1334.75,1272.08,0.00,12.00
C10792,62.21,0.09,782.88,782.88,0.00,0.00,0.08,0.08,0.00,0.00,0.00,2.00,3000.00,2941.30,280.62,0.00,12.00
C10793,2052.33,1.00,0.00,0.00,0.00,200.27,0.00,0.00,0.00,0.33,5.00,0.00,2000.00,529.20,1501.87,0.00,12.00
C10794,56.72,0.82,260.00,260.00,0.00,0.00,0.08,0.08,0.00,0.00,0.00,1.00,5500.00,278.98,92.07,0.00,12.00
C10795,1121.07,1.00,0.00,0.00,0.00,56.46,0.00,0.00,0.00,0.17,3.00,0.00,1200.00,236.09,351.18,0.00,12.00
C10796,9470.18,1.00,49.19,0.00,49.19,4078.30,0.42,0.00,0.42,0.25,6.00,5.00,12000.00,2230.96,2672.61,0.00,12.00
C10797,2388.50,1.00,4021.29,2303.60,1717.69,2075.78,1.00,1.00,0.50,0.33,4.00,44.00,5000.00,2851.05,794.32,0.00,12.00
C10798,1955.18,1.00,503.45,503.45,0.00,0.00,0.08,0.08,0.00,0.00,0.00,1.00,10500.00,685.66,495.65,0.00,12.00
C10799,432.92,1.00,4430.17,3628.67,801.50,0.00,1.00,1.00,1.00,0.00,0.00,78.00,8500.00,4301.60,186.74,1.00,12.00
C10800,2027.90,1.00,933.50,933.50,0.00,1160.28,0.08,0.08,0.00,0.08,2.00,1.00,3000.00,393.42,462.15,0.00,12.00
C10801,1252.58,1.00,1163.93,950.03,213.90,0.00,0.83,0.75,0.42,0.00,0.00,22.00,5000.00,0.00,,0.00,12.00
C10803,1822.43,1.00,177.23,70.26,106.97,0.00,0.08,0.08,0.08,0.00,0.00,3.00,2500.00,1136.34,428.35,0.00,12.00
C10804,1557.75,1.00,283.60,204.27,79.33,0.00,0.25,0.13,0.13,0.00,0.00,2.00,5000.00,424.83,282.15,0.00,8.00
C10805,3879.06,1.00,9796.28,9536.28,260.00,1959.01,1.00,0.83,0.58,0.17,2.00,45.00,19000.00,12667.91,968.36,0.33,12.00
C10806,708.51,1.00,2109.61,1734.61,375.00,366.01,1.00,0.58,1.00,0.17,3.00,19.00,6500.00,4591.16,296.68,0.18,12.00
C10807,2748.61,1.00,0.00,0.00,0.00,434.32,0.00,0.00,0.00,0.17,4.00,0.00,3000.00,808.88,1663.97,0.00,12.00
C10808,4343.54,1.00,1326.30,1326.30,0.00,1123.25,1.00,1.00,0.00,0.17,2.00,23.00,4500.00,1373.69,3414.22,0.00,12.00
C10809,8646.14,1.00,0.00,0.00,0.00,10204.12,0.00,0.00,0.00,0.42,9.00,0.00,10000.00,11192.80,3427.64,0.00,12.00
C10810,90.45,0.45,0.00,0.00,0.00,729.33,0.00,0.00,0.00,0.17,2.00,0.00,3500.00,79.24,81.72,0.00,12.00
C10811,9164.72,1.00,3407.69,2074.16,1333.53,2063.86,1.00,0.83,1.00,0.17,5.00,77.00,9500.00,0.00,,0.00,12.00
C10812,298.59,1.00,1804.09,620.16,1183.93,327.48,0.92,0.92,0.67,0.25,3.00,27.00,7500.00,1672.05,190.89,0.18,12.00
C10813,88.24,0.64,758.31,0.00,758.31,0.00,0.58,0.00,0.50,0.00,0.00,7.00,6000.00,501.41,83.04,0.42,12.00
C10814,14.73,0.82,121.50,0.00,121.50,0.00,0.82,0.00,0.82,0.00,0.00,9.00,4000.00,137.15,125.14,0.00,11.00
C10815,5211.23,1.00,0.00,0.00,0.00,2316.21,0.00,0.00,0.00,0.42,10.00,0.00,5500.00,1009.55,2092.29,0.00,12.00
C10816,835.01,0.75,90.39,90.39,0.00,1160.46,0.13,0.13,0.00,0.13,1.00,1.00,1500.00,254.56,152.22,0.00,8.00
C10817,2302.48,1.00,0.00,0.00,0.00,861.57,0.00,0.00,0.00,0.75,9.00,0.00,2600.00,0.00,,0.00,12.00
C10818,1783.00,0.91,0.00,0.00,0.00,16037.33,0.00,0.00,0.00,0.42,11.00,0.00,10000.00,15923.29,517.60,0.00,12.00
C10819,2435.82,1.00,749.30,393.50,355.80,0.00,0.58,0.08,0.50,0.00,0.00,8.00,8500.00,2501.13,541.51,0.00,12.00
C10820,10.10,1.00,184.92,0.00,184.92,0.00,1.00,0.00,1.00,0.00,0.00,12.00,4000.00,185.19,129.99,0.55,12.00
C10821,1524.41,1.00,70.00,0.00,70.00,640.71,0.17,0.00,0.17,0.50,9.00,2.00,1500.00,973.10,1263.14,0.00,12.00
C10822,1819.53,1.00,219.26,219.26,0.00,977.93,0.25,0.25,0.00,0.33,7.00,5.00,2500.00,518.95,1223.34,0.00,12.00
C10823,4.61,0.18,44.55,44.55,0.00,0.00,0.08,0.08,0.00,0.00,0.00,1.00,6000.00,267.15,88.03,0.00,12.00
C10824,644.53,1.00,268.68,0.00,268.68,0.00,1.00,0.00,1.00,0.00,0.00,12.00,1200.00,1557.69,438.32,0.17,12.00
C10825,147.18,0.64,0.00,0.00,0.00,1843.43,0.00,0.00,0.00,0.17,6.00,0.00,2600.00,0.00,,0.00,12.00
C10826,197.56,1.00,1876.80,0.00,1876.80,0.00,1.00,0.00,1.00,0.00,0.00,12.00,5000.00,1715.21,163.66,1.00,12.00
C10827,1716.62,1.00,455.76,36.00,419.76,0.00,1.00,0.08,1.00,0.00,0.00,13.00,1700.00,881.43,1066.80,0.00,12.00
C10828,26.68,0.55,520.50,0.00,520.50,0.00,0.50,0.00,0.50,0.00,0.00,15.00,4000.00,551.37,88.81,0.45,12.00
C10829,5359.98,1.00,0.00,0.00,0.00,1113.87,0.00,0.00,0.00,0.25,3.00,0.00,6000.00,638.14,12866.94,0.00,12.00
C10830,772.55,1.00,8519.02,8003.21,515.81,237.07,1.00,1.00,1.00,0.08,1.00,117.00,17500.00,5828.99,270.77,0.83,12.00
C10831,83.48,0.18,0.00,0.00,0.00,2654.86,0.00,0.00,0.00,0.08,2.00,0.00,3000.00,12902.19,1791.73,0.50,12.00
C10832,2654.82,1.00,0.00,0.00,0.00,3469.66,0.00,0.00,0.00,0.25,27.00,0.00,4000.00,3225.13,1689.94,0.00,12.00
C10833,81.76,0.91,777.04,521.46,255.58,0.00,0.83,0.50,0.75,0.00,0.00,20.00,7500.00,753.81,162.76,0.00,12.00
C10834,1373.28,0.82,0.00,0.00,0.00,2739.67,0.00,0.00,0.00,0.17,2.00,0.00,3300.00,0.00,,0.00,12.00
C10835,1773.45,1.00,4504.25,2986.66,1517.59,0.00,0.50,0.50,0.42,0.00,0.00,37.00,8500.00,278.70,561.33,0.00,12.00
C10836,227.07,1.00,2370.01,1682.03,687.98,0.00,1.00,0.33,1.00,0.00,0.00,35.00,4200.00,1948.36,163.00,0.83,12.00
C10837,155.92,0.82,517.14,460.57,56.57,0.00,0.42,0.25,0.17,0.00,0.00,7.00,3000.00,369.73,131.40,0.00,12.00
C10838,4767.64,1.00,806.00,481.00,325.00,1705.72,1.00,0.08,1.00,0.17,3.00,25.00,8000.00,880.20,2203.28,0.00,12.00
C10839,2574.85,1.00,578.66,578.66,0.00,6390.67,1.00,1.00,0.00,0.27,4.00,12.00,9500.00,3219.44,728.74,0.00,11.00
C10840,3405.01,1.00,8.40,8.40,0.00,0.00,1.00,1.00,0.00,0.00,0.00,12.00,10500.00,1015.70,795.09,0.00,12.00
C10841,3517.56,1.00,173.69,173.69,0.00,3122.99,0.17,0.17,0.00,0.42,6.00,2.00,5000.00,5091.30,796.03,0.00,12.00
C10843,1748.55,1.00,74.98,74.98,0.00,216.03,0.17,0.17,0.00,0.25,5.00,2.00,1800.00,650.44,572.68,0.00,12.00
C10844,4.50,0.18,60.24,0.00,60.24,0.00,0.17,0.00,0.17,0.00,0.00,2.00,4000.00,471.23,110.53,0.50,12.00
C10845,2717.92,1.00,1500.00,1500.00,0.00,475.12,0.08,0.08,0.00,0.08,1.00,2.00,4600.00,949.59,885.38,0.00,12.00
C10846,1841.36,1.00,2280.58,0.00,2280.58,0.00,1.00,0.00,0.92,0.00,0.00,20.00,1800.00,2463.11,1947.92,0.00,12.00
C10847,1399.73,1.00,0.00,0.00,0.00,1967.78,0.00,0.00,0.00,0.33,5.00,0.00,3000.00,712.80,316.46,0.00,12.00
C10848,674.82,1.00,1152.83,0.00,1152.83,0.00,1.00,0.00,1.00,0.00,0.00,21.00,7000.00,0.00,,0.00,12.00
C10849,2406.57,1.00,0.00,0.00,0.00,94.71,0.00,0.00,0.00,0.25,4.00,0.00,2400.00,314.27,10774.74,0.00,12.00
C10850,285.31,0.18,0.00,0.00,0.00,2644.70,0.00,0.00,0.00,0.17,7.00,0.00,3000.00,248.74,572.39,0.00,12.00
C10852,1011.11,1.00,186.11,61.11,125.00,0.00,0.33,0.08,0.25,0.00,0.00,5.00,3000.00,634.85,227.16,0.00,12.00
C10853,1358.89,1.00,89.90,28.00,61.90,0.00,0.33,0.08,0.17,0.00,0.00,4.00,7000.00,323.34,409.65,0.00,12.00
C10854,1392.77,1.00,221.61,221.61,0.00,0.00,0.67,0.67,0.00,0.00,0.00,8.00,1700.00,369.35,294.38,0.00,12.00
C10855,487.58,0.73,4768.27,4768.27,0.00,0.00,0.73,0.73,0.00,0.00,0.00,27.00,2500.00,1980.21,149.49,0.45,11.00
C10856,1892.44,1.00,86.70,86.70,0.00,92.44,0.17,0.17,0.00,0.08,2.00,2.00,2000.00,534.09,1069.93,0.00,12.00
C10857,3957.42,1.00,1162.63,1021.67,140.96,3808.25,0.50,0.42,0.17,0.67,21.00,14.00,7500.00,1476.99,1451.02,0.00,12.00
C10858,920.97,1.00,977.38,615.99,361.39,0.00,0.83,0.25,0.83,0.00,0.00,18.00,3350.00,549.40,266.85,0.00,12.00
C10859,227.78,1.00,1497.82,690.57,807.25,0.00,1.00,0.33,0.83,0.00,0.00,31.00,3500.00,342.80,183.96,0.09,12.00
C10860,4270.15,0.89,363.00,363.00,0.00,5307.32,0.11,0.11,0.00,0.56,11.00,2.00,5500.00,1250.70,2070.91,0.00,9.00
C10861,4115.74,1.00,0.00,0.00,0.00,540.25,0.00,0.00,0.00,0.25,3.00,0.00,8500.00,1006.26,1313.53,0.00,12.00
C10862,1375.85,1.00,0.00,0.00,0.00,112.68,0.00,0.00,0.00,0.25,3.00,0.00,1500.00,306.61,736.79,0.00,12.00
C10863,1300.59,1.00,0.00,0.00,0.00,513.66,0.00,0.00,0.00,0.17,3.00,0.00,3000.00,386.66,396.64,0.00,12.00
C10864,1437.90,1.00,350.00,0.00,350.00,0.00,0.17,0.00,0.17,0.00,0.00,2.00,4000.00,0.00,,0.00,12.00
C10865,1304.36,1.00,1488.80,987.68,501.12,858.52,0.83,0.25,0.58,0.17,2.00,21.00,2000.00,612.67,341.52,0.00,12.00
C10866,1372.73,1.00,992.25,651.40,340.85,667.82,0.83,0.25,0.75,0.25,3.00,18.00,4500.00,2899.14,464.14,0.00,12.00
C10867,938.18,1.00,1288.42,0.00,1288.42,0.00,0.92,0.00,0.92,0.00,0.00,23.00,1500.00,1018.54,196.72,0.00,12.00
C10868,129.37,1.00,1102.72,0.00,1102.72,0.00,1.00,0.00,1.00,0.00,0.00,15.00,4000.00,1123.52,178.44,0.83,12.00
C10869,161.20,1.00,536.68,103.00,433.68,0.00,1.00,0.08,1.00,0.00,0.00,13.00,1000.00,280.83,165.30,0.09,12.00
C10870,825.98,1.00,0.00,0.00,0.00,904.46,0.00,0.00,0.00,0.17,4.00,0.00,2500.00,522.92,170.40,0.00,12.00
C10871,230.36,1.00,2163.12,1383.12,780.00,0.00,1.00,1.00,0.33,0.00,0.00,23.00,4000.00,0.00,,0.00,12.00
C10872,3616.99,0.89,0.00,0.00,0.00,4947.78,0.00,0.00,0.00,0.56,7.00,0.00,5500.00,529.73,1294.50,0.00,9.00
C10873,8220.74,1.00,5197.22,4001.41,1195.81,18857.06,1.00,0.57,0.86,1.00,25.00,15.00,13000.00,12886.44,1287.32,0.20,7.00
C10874,4438.52,1.00,591.84,109.16,482.68,564.37,0.64,0.18,0.45,0.27,3.00,11.00,17000.00,5552.60,1094.49,0.00,11.00
C10875,2210.40,1.00,1790.64,1358.40,432.24,1660.67,1.00,0.83,1.00,0.75,18.00,52.00,10500.00,8862.84,478.82,0.00,12.00
C10876,2315.00,1.00,0.00,0.00,0.00,3253.03,0.00,0.00,0.00,0.67,27.00,0.00,3000.00,2467.95,986.84,0.00,12.00
C10877,1255.78,1.00,385.00,385.00,0.00,0.00,0.17,0.17,0.00,0.00,0.00,2.00,5000.00,0.00,,0.00,12.00
C10878,62.60,1.00,475.00,0.00,475.00,0.00,1.00,0.00,0.92,0.00,0.00,12.00,1500.00,408.13,170.45,0.90,12.00
C10879,5280.65,1.00,0.00,0.00,0.00,1786.83,0.00,0.00,0.00,0.33,4.00,0.00,6000.00,1648.30,1264.64,0.00,12.00
C10880,170.91,0.91,1366.30,1366.30,0.00,0.00,0.50,0.50,0.00,0.00,0.00,11.00,2000.00,3453.11,139.39,0.40,12.00
C10881,1271.21,0.91,76.94,76.94,0.00,0.00,0.18,0.18,0.00,0.00,0.00,2.00,1500.00,257.11,277.71,0.00,11.00
C10882,11083.33,1.00,2126.70,2026.70,100.00,1622.22,0.50,0.25,0.42,0.50,7.00,10.00,15000.00,2494.03,2642.94,0.00,12.00
C10883,992.60,1.00,100.00,100.00,0.00,593.18,0.08,0.08,0.00,0.17,3.00,1.00,1200.00,0.00,,0.00,12.00
C10884,10131.00,1.00,0.00,0.00,0.00,3330.33,0.00,0.00,0.00,0.17,5.00,0.00,14500.00,4056.94,2592.31,0.00,12.00
C10885,4419.30,1.00,12551.95,10901.24,1650.71,14896.54,1.00,0.67,1.00,0.50,19.00,122.00,17000.00,31698.42,1448.59,0.42,12.00
C10886,2173.62,1.00,200.00,200.00,0.00,201.40,0.08,0.08,0.00,0.25,4.00,1.00,8000.00,495.97,502.77,0.00,12.00
C10887,9901.69,1.00,2190.95,832.49,1358.46,1913.35,1.00,0.42,0.92,0.25,4.00,43.00,11500.00,2972.25,2849.24,0.00,12.00
C10888,2320.31,1.00,2896.05,2209.21,686.84,187.03,1.00,0.92,0.92,0.08,1.00,90.00,13500.00,1341.20,559.28,0.00,12.00
C10889,910.07,1.00,18.05,0.00,18.05,19.12,0.08,0.00,0.08,0.08,1.00,1.00,1000.00,233.89,230.81,0.00,12.00
C10890,1374.46,1.00,1990.81,0.00,1990.81,0.00,1.00,0.00,0.92,0.00,0.00,31.00,5000.00,0.00,,0.00,12.00
C10891,0.00,0.00,199.88,0.00,199.88,0.00,0.75,0.00,0.75,0.00,0.00,14.00,4000.00,0.00,,0.00,12.00
C10892,268.49,1.00,4917.48,3300.10,1617.38,0.00,1.00,0.25,1.00,0.00,0.00,31.00,13500.00,3552.17,78.90,0.38,12.00
C10893,1827.20,1.00,1325.27,1161.66,163.61,0.00,0.75,0.50,0.42,0.00,0.00,21.00,4000.00,666.37,531.30,0.00,12.00
C10894,1029.67,1.00,1448.59,1229.00,219.59,1070.17,0.67,0.25,0.50,0.17,2.00,18.00,1200.00,3008.28,1054.34,0.08,12.00
C10895,993.53,1.00,851.68,0.00,851.68,1515.65,0.83,0.00,0.75,0.08,4.00,12.00,1500.00,1660.24,512.34,0.00,12.00
C10896,3150.68,1.00,0.00,0.00,0.00,365.82,0.00,0.00,0.00,0.42,5.00,0.00,3500.00,819.25,805.48,0.00,12.00
C10897,11654.55,1.00,463.00,74.00,389.00,3096.81,0.58,0.08,0.42,0.42,17.00,7.00,12500.00,3024.61,5148.05,0.00,12.00
C10898,1254.97,1.00,769.34,769.34,0.00,2234.78,0.17,0.17,0.00,0.33,7.00,3.00,7000.00,0.00,,0.00,12.00
C10899,2174.02,1.00,377.10,177.62,199.48,388.85,0.33,0.08,0.25,0.17,2.00,5.00,2600.00,0.00,,0.00,12.00
C10900,1076.03,1.00,0.00,0.00,0.00,59.57,0.00,0.00,0.00,0.08,2.00,0.00,1200.00,239.41,363.52,0.00,12.00
C10901,1444.37,0.73,780.14,69.90,710.24,3573.49,0.42,0.08,0.25,0.25,6.00,5.00,9000.00,6123.11,430.21,0.29,12.00
C10902,2767.55,1.00,3480.24,2767.28,712.96,0.00,1.00,1.00,0.67,0.00,0.00,60.00,12500.00,4062.45,1082.20,0.00,12.00
C10903,1382.31,1.00,0.00,0.00,0.00,189.62,0.00,0.00,0.00,0.50,6.00,0.00,1500.00,381.09,462.72,0.00,12.00
C10904,716.02,1.00,0.00,0.00,0.00,3943.87,0.00,0.00,0.00,0.17,4.00,0.00,12000.00,232.14,267.04,0.00,12.00
C10905,1890.40,1.00,2493.67,358.00,2135.67,0.00,1.00,0.08,1.00,0.00,0.00,26.00,3000.00,916.29,494.46,0.00,12.00
C10906,1948.43,1.00,324.30,324.30,0.00,1468.08,0.17,0.17,0.00,0.17,4.00,4.00,5000.00,0.00,,0.00,12.00
C10907,44.91,1.00,444.96,0.00,444.96,0.00,1.00,0.00,1.00,0.00,0.00,12.00,3000.00,426.88,170.61,1.00,12.00
C10908,802.27,0.64,150.00,0.00,150.00,3714.01,0.25,0.00,0.25,0.17,2.00,3.00,6000.00,0.00,,0.00,12.00
C10909,6059.86,1.00,250.32,250.32,0.00,4447.64,0.08,0.08,0.00,0.67,10.00,1.00,7000.00,0.00,,0.00,12.00
C10910,847.01,0.83,0.00,0.00,0.00,1159.45,0.00,0.00,0.00,0.33,5.00,0.00,1200.00,101.66,196.26,0.00,6.00
C10911,1843.31,1.00,89.66,89.66,0.00,126.16,0.20,0.20,0.00,0.60,6.00,5.00,2000.00,375.88,397.76,0.00,10.00
C10912,21.68,1.00,299.04,0.00,299.04,0.00,1.00,0.00,1.00,0.00,0.00,12.00,7500.00,320.62,188.37,0.92,12.00
C10913,3558.69,1.00,1036.19,1036.19,0.00,3270.55,0.25,0.25,0.00,0.50,11.00,6.00,7300.00,1616.61,1100.98,0.00,12.00
C10914,14581.46,1.00,0.00,0.00,0.00,22665.78,0.00,0.00,0.00,0.83,30.00,0.00,18500.00,20941.33,5433.76,0.00,12.00
C10915,902.10,0.82,5080.85,4674.21,406.64,0.00,0.42,0.33,0.25,0.00,0.00,12.00,8000.00,177.88,258.72,0.00,12.00
C10916,1081.07,1.00,554.85,262.40,292.45,952.42,0.50,0.25,0.33,0.17,8.00,20.00,2100.00,1898.83,382.72,0.00,12.00
C10917,9255.14,1.00,5153.28,3352.28,1801.00,0.00,1.00,0.58,1.00,0.00,0.00,105.00,11500.00,4872.82,9642.50,0.00,12.00
C10918,228.91,1.00,2617.85,2426.43,191.42,0.00,1.00,0.92,0.42,0.00,0.00,35.00,1800.00,1774.32,143.21,0.70,12.00
C10919,1486.05,1.00,716.98,217.06,499.92,273.53,1.00,0.25,1.00,0.08,1.00,17.00,1600.00,1477.15,1306.47,0.00,12.00
C10920,337.32,1.00,4193.91,3076.01,1117.90,0.00,1.00,1.00,0.58,0.00,0.00,27.00,3000.00,3690.90,210.04,1.00,12.00
C10921,2643.39,1.00,965.84,737.79,228.05,0.00,1.00,0.75,0.67,0.00,0.00,33.00,4300.00,771.30,627.39,0.00,12.00
C10922,4007.03,1.00,7597.09,6761.29,835.80,0.00,1.00,1.00,0.33,0.00,0.00,22.00,6500.00,0.00,,0.00,12.00
C10923,128.38,0.73,0.00,0.00,0.00,1897.55,0.00,0.00,0.00,0.08,2.00,0.00,9500.00,0.00,,0.00,12.00
C10924,2903.78,1.00,360.30,112.61,247.69,3501.66,0.42,0.08,0.33,0.50,10.00,7.00,11500.00,3014.04,662.41,0.00,12.00
C10925,233.69,1.00,1772.55,1352.55,420.00,0.00,1.00,1.00,0.75,0.00,0.00,29.00,1200.00,764.82,227.73,0.08,12.00
C10926,150.52,1.00,1850.31,1815.31,35.00,0.00,1.00,1.00,0.08,0.00,0.00,41.00,14000.00,1856.82,192.52,0.64,12.00
C10927,3066.86,1.00,84.65,0.00,84.65,0.00,0.75,0.00,0.75,0.00,0.00,9.00,8000.00,922.96,711.60,0.00,12.00
C10928,11.36,0.56,223.50,175.50,48.00,0.00,0.33,0.22,0.11,0.00,0.00,4.00,17500.00,192.81,95.23,0.00,9.00
C10929,6366.09,0.82,407.86,307.80,100.06,14827.31,0.08,0.08,0.08,0.17,2.00,5.00,12500.00,5722.55,1746.97,0.00,12.00
C10930,53.34,1.00,315.48,0.00,315.48,0.00,1.00,0.00,1.00,0.00,0.00,12.00,1000.00,193.70,162.73,0.00,12.00
C10931,1917.20,1.00,0.00,0.00,0.00,84.44,0.00,0.00,0.00,0.08,1.00,0.00,2000.00,468.62,899.05,0.00,12.00
C10932,361.59,1.00,312.69,312.69,0.00,370.51,0.25,0.25,0.00,0.17,2.00,5.00,7500.00,867.63,167.47,0.00,12.00
C10933,5878.66,1.00,1230.08,1000.00,230.08,4665.56,1.00,0.08,1.00,0.67,24.00,13.00,6500.00,2535.48,2434.44,0.00,12.00
C10934,7143.68,1.00,0.00,0.00,0.00,2999.90,0.00,0.00,0.00,0.25,3.00,0.00,13000.00,8733.20,1927.89,0.00,12.00
C10935,559.94,0.82,0.00,0.00,0.00,1379.59,0.00,0.00,0.00,0.17,3.00,0.00,3000.00,1964.83,242.68,0.14,12.00
C10936,79.63,1.00,701.44,701.44,0.00,0.00,1.00,1.00,0.00,0.00,0.00,13.00,6000.00,0.00,,0.00,12.00
C10937,1701.20,1.00,302.00,0.00,302.00,796.57,0.50,0.00,0.42,0.08,1.00,6.00,2000.00,784.87,567.76,0.00,12.00
C10939,993.66,1.00,348.88,348.88,0.00,0.00,0.33,0.33,0.00,0.00,0.00,4.00,1200.00,335.62,255.44,0.00,12.00
C10940,939.15,1.00,3393.25,3364.59,77.66,0.00,0.25,0.25,0.08,0.00,0.00,5.00,9000.00,2768.82,267.09,0.00,12.00
C10941,7427.81,1.00,205.89,110.00,95.89,3697.22,0.42,0.08,0.42,0.67,11.00,12.00,9500.00,2404.23,2364.11,0.00,12.00
C10942,2746.92,1.00,0.00,0.00,0.00,4289.51,0.00,0.00,0.00,0.33,11.00,0.00,6500.00,2017.19,622.50,0.00,12.00
C10943,24.82,0.73,209.00,0.00,209.00,0.00,0.50,0.00,0.33,0.00,0.00,6.00,1500.00,278.26,153.05,0.75,12.00
C10944,31.70,0.18,1051.52,732.20,319.32,0.00,1.00,0.08,1.00,0.00,0.00,16.00,4600.00,5384.41,13.55,0.00,12.00
C10945,1023.32,1.00,253.37,196.37,57.00,0.00,0.92,0.50,0.50,0.00,0.00,16.00,1200.00,463.96,250.19,0.00,12.00
C10946,2.96,0.27,202.72,0.00,202.72,0.00,0.83,0.00,0.83,0.00,0.00,10.00,4500.00,31.60,53.01,0.00,12.00
C10947,1068.43,1.00,27.00,0.00,27.00,0.00,0.08,0.00,0.08,0.00,0.00,1.00,1200.00,219.69,310.33,0.00,12.00
C10949,6725.11,1.00,6335.65,912.12,5423.53,0.00,1.00,0.58,1.00,0.00,0.00,108.00,11000.00,3203.88,2658.78,0.00,12.00
C10950,515.14,1.00,2457.48,1272.50,1184.98,0.00,1.00,0.58,1.00,0.00,0.00,69.00,7000.00,2858.18,177.69,0.25,12.00
C10951,0.87,0.27,26.62,0.00,26.62,0.00,0.33,0.00,0.33,0.00,0.00,4.00,4500.00,18.34,8.75,0.09,12.00
